dispute_id,txn_id,dispute_open_date,merchant_id,channel,country,amount_usd,reason_code,dispute_amount_usd,evidence_quality,response_time_days,outcome,cb_fee_usd,risk_tier,tenure_months,monthly_volume_usd,refund_rate
D0000191,T0011629,2025-08-19,M0053,CNP,US,54.46,NO_AUTH,54.46,52,8,LOSS,15.54,High,22,46721.07,0.1541
D0000192,T0011687,2025-02-22,M0056,CP,US,35.82,NO_AUTH,21.89,34,10,LOSS,15.22,High,3,56321.5,0.1856
D0000193,T0011726,2024-09-14,M0159,CNP,US,169.99,NOT_RECEIVED,138.43,62,0,LOSS,16.38,Low,30,59311.28,0.0242
D0000194,T0011793,2025-10-02,M0182,CNP,US,35.31,NOT_RECEIVED,28.13,84,6,LOSS,15.28,Low,9,27746.24,0.0745
D0000195,T0011829,2024-06-06,M0246,CNP,US,101.92,FRAUD,101.92,76,12,LOSS,16.02,Medium,5,40929.63,0.0315
D0000196,T0011920,2025-06-14,M0056,CNP,CA,36.92,FRAUD,36.92,56,10,LOSS,15.37,High,3,56321.5,0.1856
D0000197,T0011949,2025-04-01,M0245,CNP,MX,28.08,NOT_AS_DESCRIBED,11.31,41,5,LOSS,15.11,High,38,41663.65,0.1471
D0000198,T0012015,2025-08-07,M0172,CNP,US,29.89,FRAUD,29.89,35,16,LOSS,15.3,High,6,24174.45,0.1046
D0000199,T0012086,2025-01-21,M0027,CNP,US,14.94,NO_AUTH,14.94,40,7,LOSS,15.15,High,24,41277.19,0.1463
D0000200,T0012093,2025-07-16,M0155,CP,US,59.74,NOT_RECEIVED,59.74,67,11,WIN,15.6,High,26,37395.92,0.0659
D0000201,T0012304,2024-04-07,M0034,CNP,US,51.61,FRAUD,51.61,67,4,WIN,15.52,Medium,33,39579.81,0.0391
D0000202,T0012360,2025-06-25,M0171,CNP,MX,35.03,NO_AUTH,35.03,46,7,LOSS,15.35,High,7,18437.55,0.2084
D0000203,T0012392,2024-07-09,M0140,CNP,US,35.55,NOT_AS_DESCRIBED,35.55,57,5,LOSS,15.36,High,26,65505.29,0.0481
D0000204,T0012411,2024-03-07,M0131,CNP,UK,14.07,PROCESSING_ERROR,14.07,96,2,WIN,15.14,Medium,34,32911.99,0.1893
D0000205,T0012430,2024-03-02,M0224,CNP,US,9.91,NOT_RECEIVED,9.91,59,5,LOSS,15.1,Medium,12,39851.61,0.0892
D0000206,T0012431,2024-12-02,M0193,CNP,CA,7.14,FRAUD,5.95,56,6,LOSS,15.06,Medium,36,82395.85,0.0807
D0000207,T0012468,2024-03-16,M0083,CNP,US,32.97,NO_AUTH,28.17,81,8,WIN,15.28,Medium,10,55623.66,0.1209
D0000208,T0012517,2025-01-30,M0245,CNP,US,117.82,NOT_AS_DESCRIBED,117.82,69,5,WIN,16.18,High,38,41663.65,0.1471
D0000209,T0012560,2024-06-06,M0208,CNP,UK,24.36,NOT_AS_DESCRIBED,24.36,95,6,WIN,15.24,Medium,58,36374.94,0.1909
D0000210,T0012647,2024-11-27,M0229,CNP,US,65.12,NOT_RECEIVED,65.12,71,9,LOSS,15.65,Medium,33,65258.65,0.1468
D0000211,T0012671,2025-01-17,M0131,CNP,DE,84.29,PROCESSING_ERROR,84.29,85,5,LOSS,15.84,Medium,34,32911.99,0.1893
D0000212,T0012687,2025-11-25,M0059,CNP,AU,37.34,FRAUD,37.34,72,5,LOSS,15.37,Low,44,50976.08,0.226
D0000213,T0012747,2024-04-15,M0175,CNP,MX,11.3,PROCESSING_ERROR,11.3,64,6,LOSS,15.11,Medium,42,38200.7,0.1378
D0000214,T0012766,2024-10-27,M0009,CNP,DE,110.51,NOT_AS_DESCRIBED,110.51,28,8,LOSS,16.11,Low,12,38524.56,0.109
D0000215,T0012973,2025-04-13,M0135,CNP,DE,257.58,FRAUD,257.58,75,2,WIN,17.58,Medium,47,45005.99,0.1818
D0000216,T0012975,2025-11-05,M0217,CNP,US,21.29,NOT_AS_DESCRIBED,21.29,58,8,LOSS,15.21,High,5,61459.55,0.238
D0000217,T0013165,2024-01-24,M0069,CNP,US,54.01,NO_AUTH,54.01,61,8,WIN,15.54,Medium,5,33391.45,0.03
D0000218,T0013200,2025-07-09,M0243,CNP,IN,14.87,NOT_RECEIVED,7.43,76,9,WIN,15.07,Medium,6,19050.09,0.1795
D0000219,T0013233,2025-04-28,M0012,CNP,US,53.24,FRAUD,53.24,61,5,WIN,15.53,High,58,49562.94,0.1378
D0000220,T0013253,2025-04-09,M0127,CP,US,17.42,NOT_RECEIVED,12.41,61,15,LOSS,15.12,High,5,39199.83,0.0737
D0000221,T0013263,2025-12-18,M0140,CNP,US,49.95,NOT_RECEIVED,49.95,59,4,LOSS,15.5,High,26,65505.29,0.0481
D0000222,T0013349,2025-05-28,M0093,CNP,CA,79.46,FRAUD,79.46,72,5,WIN,15.79,Low,50,75885.34,0.0981
D0000223,T0013351,2024-05-05,M0037,CNP,IN,140.23,NO_AUTH,140.23,68,7,LOSS,16.4,High,51,35095.5,0.3076
D0000224,T0013357,2024-09-27,M0196,CNP,UK,47.39,FRAUD,47.39,49,5,WIN,15.47,High,6,20441.49,0.283
D0000225,T0013375,2024-08-11,M0026,CNP,BR,15.86,FRAUD,12.04,72,6,LOSS,15.12,Medium,38,34262.27,0.116
D0000226,T0013724,2025-03-27,M0067,CNP,US,12.21,NOT_AS_DESCRIBED,12.21,68,9,LOSS,15.12,Low,54,62383.92,0.0924
D0000227,T0013733,2024-02-08,M0155,CP,US,10.02,DUPLICATE,10.02,53,6,LOSS,15.1,High,26,37395.92,0.0659
D0000228,T0013762,2024-07-06,M0108,CP,US,24.85,NO_AUTH,24.85,77,12,WIN,15.25,High,40,56843.56,0.1963
D0000229,T0013832,2025-11-26,M0084,CNP,US,70.57,NOT_AS_DESCRIBED,70.57,62,4,WIN,15.71,Low,50,20052.46,0.1048
D0000230,T0013948,2024-01-04,M0018,CP,US,62.72,NOT_RECEIVED,62.72,55,10,LOSS,15.63,High,8,74764.75,0.1323
D0000231,T0014142,2024-09-22,M0043,CNP,US,70.4,FRAUD,70.4,74,4,WIN,15.7,Medium,42,21664.76,0.097
D0000232,T0014162,2025-04-12,M0091,CNP,US,105.32,NOT_AS_DESCRIBED,105.32,68,8,LOSS,16.05,Medium,26,32592.15,0.0321
D0000233,T0014172,2025-02-18,M0060,CNP,US,10.76,FRAUD,10.76,61,2,WIN,15.11,Medium,41,28301.49,0.35
D0000234,T0014176,2025-05-22,M0021,CNP,US,31.65,NOT_AS_DESCRIBED,31.65,63,10,LOSS,15.32,Low,30,49756.3,0.0933
D0000235,T0014247,2025-02-21,M0146,CNP,IN,114.43,NO_AUTH,114.43,93,4,WIN,16.14,Low,51,91662.42,0.296
D0000236,T0014290,2024-06-04,M0206,CNP,US,60.98,NOT_AS_DESCRIBED,60.98,66,8,WIN,15.61,Medium,16,24641.65,0.1799
D0000237,T0014378,2025-03-08,M0193,CNP,US,86.38,NO_AUTH,86.38,69,6,LOSS,15.86,Medium,36,82395.85,0.0807
D0000238,T0014385,2024-05-20,M0168,CNP,US,590.7,DUPLICATE,590.7,57,7,LOSS,20.91,High,10,35660.1,0.1742
D0000239,T0014483,2024-03-03,M0120,CNP,US,27.52,NOT_RECEIVED,27.52,56,4,LOSS,15.28,Medium,7,30415.08,0.0515
D0000240,T0014527,2024-07-20,M0217,CNP,IN,28.41,NOT_AS_DESCRIBED,28.41,32,6,LOSS,15.28,High,5,61459.55,0.238
D0000241,T0014602,2025-03-28,M0176,CNP,US,320.08,CANCELLED,320.08,61,10,WIN,18.2,Medium,28,20003.76,0.2247
D0000242,T0014605,2025-12-16,M0213,CP,CA,10.96,FRAUD,10.96,69,6,LOSS,15.11,Medium,47,16402.15,0.1219
D0000243,T0014665,2025-10-30,M0243,CNP,IN,11.07,NOT_RECEIVED,11.07,59,9,WIN,15.11,Medium,6,19050.09,0.1795
D0000244,T0014682,2025-04-14,M0045,CP,US,17.28,NOT_RECEIVED,17.28,75,10,LOSS,15.17,High,5,26730.24,0.1546
D0000245,T0014788,2025-11-03,M0056,CNP,DE,81.36,DUPLICATE,81.36,43,14,WIN,15.81,High,3,56321.5,0.1856
D0000246,T0014812,2024-05-22,M0096,CNP,US,48.89,PROCESSING_ERROR,40.16,67,5,LOSS,15.4,Low,18,43764.21,0.0739
D0000247,T0014838,2025-05-18,M0200,CNP,US,48.59,NOT_AS_DESCRIBED,48.59,97,3,WIN,15.49,Medium,57,25877.41,0.2214
D0000248,T0014840,2024-01-23,M0209,CP,US,17.74,NO_AUTH,17.74,49,4,LOSS,15.18,High,16,34308.47,0.2676
D0000249,T0014865,2024-01-26,M0229,CNP,US,68.71,FRAUD,68.71,73,2,LOSS,15.69,Medium,33,65258.65,0.1468
D0000250,T0014898,2024-11-24,M0153,CNP,US,33.71,PROCESSING_ERROR,33.71,60,3,LOSS,15.34,Low,55,23092.98,0.1318
D0000251,T0014998,2024-03-19,M0009,CNP,US,38.56,FRAUD,38.56,74,9,LOSS,15.39,Low,12,38524.56,0.109
D0000252,T0015150,2025-10-26,M0078,CNP,US,114.27,NOT_RECEIVED,114.27,80,6,LOSS,16.14,Low,14,16895.18,0.1058
D0000253,T0015167,2025-02-14,M0242,CP,US,80.99,DUPLICATE,80.99,91,8,WIN,15.81,Medium,35,54227.64,0.0803
D0000254,T0015187,2025-03-01,M0216,CNP,BR,17.81,FRAUD,5.56,78,9,WIN,15.06,Low,17,50490.57,0.1177
D0000255,T0015294,2024-12-06,M0057,CNP,US,64.57,DUPLICATE,64.57,65,7,WIN,15.65,High,33,64214.82,0.0858
D0000256,T0015320,2025-07-21,M0015,CP,IN,88.17,NOT_RECEIVED,88.17,46,6,LOSS,15.88,Low,43,87103.18,0.2223
D0000257,T0015341,2025-10-01,M0059,CP,BR,174.36,CANCELLED,174.36,82,7,LOSS,16.74,Low,44,50976.08,0.226
D0000258,T0015419,2025-11-14,M0090,CNP,UK,22.36,NOT_AS_DESCRIBED,22.36,63,5,LOSS,15.22,Medium,50,25031.1,0.0707
D0000259,T0015433,2025-09-20,M0056,CNP,UK,60.16,PROCESSING_ERROR,60.16,31,9,WIN,15.6,High,3,56321.5,0.1856
D0000260,T0015478,2025-09-23,M0001,CP,US,27.56,FRAUD,24.12,60,10,LOSS,15.24,Low,6,29896.78,0.1007
D0000261,T0015503,2025-04-30,M0074,CP,IN,72.0,PROCESSING_ERROR,72.0,53,4,WIN,15.72,Low,8,40344.2,0.08
D0000262,T0015573,2024-10-17,M0014,CNP,US,124.44,FRAUD,78.0,64,5,LOSS,15.78,Medium,45,36488.93,0.108
D0000263,T0015834,2025-02-09,M0113,CNP,US,79.13,DUPLICATE,79.13,63,7,WIN,15.79,Medium,33,29790.03,0.0771
D0000264,T0015886,2024-05-22,M0197,CNP,US,18.01,NOT_RECEIVED,18.01,72,9,LOSS,15.18,Low,21,13723.91,0.0295
D0000265,T0015895,2024-11-18,M0195,CNP,US,110.78,FRAUD,110.78,79,10,LOSS,16.11,High,57,26130.7,0.218
D0000266,T0015910,2024-06-20,M0109,CNP,US,12.35,NOT_AS_DESCRIBED,12.35,75,3,WIN,15.12,Medium,28,15848.81,0.0784
D0000267,T0015979,2024-06-22,M0059,CP,US,27.82,NO_AUTH,27.82,53,3,LOSS,15.28,Low,44,50976.08,0.226
D0000268,T0015984,2025-09-13,M0018,CNP,MX,185.01,NOT_RECEIVED,185.01,44,8,LOSS,16.85,High,8,74764.75,0.1323
D0000269,T0016030,2025-01-25,M0175,CNP,US,7.28,NO_AUTH,5.2,71,1,WIN,15.05,Medium,42,38200.7,0.1378
D0000270,T0016097,2025-03-05,M0160,CNP,US,64.3,PROCESSING_ERROR,64.3,73,6,LOSS,15.64,Medium,47,15778.72,0.1981
D0000271,T0016140,2025-03-19,M0188,CNP,BR,15.51,NOT_AS_DESCRIBED,9.63,51,10,LOSS,15.1,Low,23,35717.88,0.1445
D0000272,T0016167,2024-04-02,M0071,CNP,DE,17.77,DUPLICATE,17.77,71,3,LOSS,15.18,Low,47,31436.44,0.0856
D0000273,T0016253,2024-02-07,M0016,CNP,US,26.3,FRAUD,26.3,75,9,LOSS,15.26,Low,47,21629.22,0.1475
D0000274,T0016298,2024-02-11,M0056,CNP,UK,141.23,NOT_AS_DESCRIBED,141.23,34,9,LOSS,16.41,High,3,56321.5,0.1856
D0000275,T0016310,2024-02-10,M0208,CNP,CA,12.02,FRAUD,12.02,84,3,LOSS,15.12,Medium,58,36374.94,0.1909
D0000276,T0016320,2024-10-19,M0133,CNP,AU,30.52,NOT_AS_DESCRIBED,30.52,63,7,LOSS,15.31,Low,6,31080.02,0.055
D0000277,T0016456,2025-07-01,M0171,CNP,US,118.99,NOT_AS_DESCRIBED,118.99,34,7,LOSS,16.19,High,7,18437.55,0.2084
D0000278,T0016460,2024-01-29,M0106,CNP,IN,83.92,NO_AUTH,30.3,67,6,WIN,15.3,Low,47,20606.96,0.0489
D0000279,T0016584,2024-01-04,M0238,CP,US,106.53,FRAUD,106.53,67,3,WIN,16.07,Low,26,27654.74,0.1487
D0000280,T0016733,2024-01-01,M0189,CP,US,81.0,DUPLICATE,81.0,56,7,WIN,15.81,Low,15,34860.36,0.1632
D0000281,T0016773,2025-05-21,M0056,CNP,CA,65.37,NOT_RECEIVED,65.37,39,10,LOSS,15.65,High,3,56321.5,0.1856
D0000282,T0016807,2025-11-26,M0149,CNP,IN,25.05,NOT_RECEIVED,25.05,83,3,LOSS,15.25,Medium,49,34745.11,0.0415
D0000283,T0016829,2024-10-01,M0198,CNP,US,30.27,NOT_RECEIVED,30.27,50,9,WIN,15.3,Low,7,12212.07,0.0572
D0000284,T0016872,2025-09-27,M0238,CP,US,81.21,CANCELLED,81.21,43,9,LOSS,15.81,Low,26,27654.74,0.1487
D0000285,T0016874,2025-04-27,M0053,CNP,US,37.01,FRAUD,37.01,47,11,LOSS,15.37,High,22,46721.07,0.1541
D0000286,T0016956,2025-06-21,M0057,CNP,US,93.39,NO_AUTH,93.39,66,12,LOSS,15.93,High,33,64214.82,0.0858
D0000287,T0016973,2024-05-31,M0153,CNP,AU,72.27,NOT_AS_DESCRIBED,72.27,62,5,WIN,15.72,Low,55,23092.98,0.1318
D0000288,T0017016,2025-10-24,M0094,CP,US,120.03,FRAUD,120.03,61,12,LOSS,16.2,High,23,32142.09,0.0594
D0000289,T0017027,2025-08-30,M0232,CP,UK,98.03,FRAUD,98.03,77,11,LOSS,15.98,Medium,51,73255.92,0.0895
D0000290,T0017030,2024-05-18,M0074,CNP,US,46.98,NOT_AS_DESCRIBED,46.98,41,5,LOSS,15.47,Low,8,40344.2,0.08
D0000291,T0017194,2024-08-12,M0225,CNP,US,33.77,DUPLICATE,33.77,71,3,WIN,15.34,Low,43,72631.4,0.2017
D0000292,T0017249,2025-05-30,M0005,CNP,US,14.95,NO_AUTH,11.85,56,8,LOSS,15.12,Medium,26,60766.9,0.3188
D0000293,T0017257,2024-05-18,M0077,CNP,US,65.27,NOT_RECEIVED,65.27,56,9,WIN,15.65,High,20,17178.23,0.2409
D0000294,T0017282,2025-12-22,M0117,CNP,US,30.24,FRAUD,21.56,48,8,WIN,15.22,Medium,3,14356.15,0.0588
D0000295,T0017337,2024-10-11,M0107,CNP,US,22.93,NOT_RECEIVED,22.93,81,0,WIN,15.23,Low,47,70271.15,0.1826
D0000296,T0017396,2024-12-20,M0110,CNP,US,11.16,FRAUD,11.16,60,5,LOSS,15.11,High,42,37458.97,0.0602
D0000297,T0017511,2024-08-19,M0009,CNP,AU,39.89,FRAUD,39.89,68,4,WIN,15.4,Low,12,38524.56,0.109
D0000298,T0017563,2024-02-10,M0231,CNP,US,176.82,NO_AUTH,120.1,61,3,LOSS,16.2,Low,28,27767.16,0.1806
D0000299,T0017706,2025-07-26,M0224,CNP,US,28.47,FRAUD,28.47,69,3,LOSS,15.28,Medium,12,39851.61,0.0892
D0000300,T0017711,2024-12-22,M0218,CNP,US,10.74,NOT_RECEIVED,10.74,46,3,WIN,15.11,Medium,6,23414.61,0.1394
D0000301,T0017746,2024-02-17,M0086,CP,US,27.31,PROCESSING_ERROR,27.31,74,10,WIN,15.27,Medium,42,48386.32,0.0593
D0000302,T0017763,2025-01-16,M0108,CNP,DE,13.1,FRAUD,13.1,56,6,LOSS,15.13,High,40,56843.56,0.1963
D0000303,T0017779,2024-04-20,M0069,CNP,US,11.52,NOT_RECEIVED,11.52,69,7,WIN,15.12,Medium,5,33391.45,0.03
D0000304,T0017798,2024-02-23,M0168,CNP,CA,7.19,NOT_AS_DESCRIBED,7.19,60,5,LOSS,15.07,High,10,35660.1,0.1742
D0000305,T0017804,2024-09-02,M0157,CNP,US,19.2,NOT_RECEIVED,19.2,49,5,LOSS,15.19,Low,8,16581.36,0.2612
D0000306,T0017832,2025-08-20,M0190,CNP,US,69.42,FRAUD,69.42,74,5,WIN,15.69,Low,18,29923.83,0.215
D0000307,T0017873,2024-02-18,M0056,CP,US,34.6,NOT_RECEIVED,34.6,31,10,LOSS,15.35,High,3,56321.5,0.1856
D0000308,T0017906,2024-05-22,M0135,CNP,MX,217.54,NOT_AS_DESCRIBED,217.54,89,8,LOSS,17.18,Medium,47,45005.99,0.1818
D0000309,T0017933,2024-05-06,M0121,CNP,DE,30.14,FRAUD,30.14,67,10,LOSS,15.3,High,26,68052.17,0.1101
D0000310,T0017978,2025-08-19,M0190,CNP,US,72.35,NOT_RECEIVED,72.35,55,6,LOSS,15.72,Low,18,29923.83,0.215
D0000311,T0017987,2024-06-11,M0243,CNP,US,219.63,NOT_AS_DESCRIBED,219.63,50,7,WIN,17.2,Medium,6,19050.09,0.1795
D0000312,T0018091,2025-06-13,M0187,CNP,AU,70.86,NOT_AS_DESCRIBED,70.86,67,5,LOSS,15.71,Low,10,13904.18,0.0652
D0000313,T0018189,2025-02-07,M0242,CNP,US,46.72,FRAUD,46.72,83,0,LOSS,15.47,Medium,35,54227.64,0.0803
D0000314,T0018260,2024-01-23,M0170,CNP,US,119.9,NOT_AS_DESCRIBED,50.52,49,9,LOSS,15.51,Medium,2,22049.08,0.1157
D0000315,T0018427,2025-04-05,M0057,CNP,IN,58.6,FRAUD,58.6,58,8,LOSS,15.59,High,33,64214.82,0.0858
D0000316,T0018434,2025-02-15,M0094,CNP,DE,47.7,FRAUD,47.7,69,12,LOSS,15.48,High,23,32142.09,0.0594
D0000317,T0018468,2025-09-28,M0035,CNP,DE,24.54,NOT_RECEIVED,24.54,83,7,LOSS,15.25,Medium,53,29028.48,0.2516
D0000318,T0018525,2025-09-12,M0196,CNP,US,16.88,PROCESSING_ERROR,16.88,44,9,LOSS,15.17,High,6,20441.49,0.283
D0000319,T0018550,2025-01-04,M0146,CNP,US,25.94,NO_AUTH,19.2,86,5,WIN,15.19,Low,51,91662.42,0.296
D0000320,T0018603,2024-09-05,M0012,CNP,US,42.3,NOT_AS_DESCRIBED,42.3,61,6,LOSS,15.42,High,58,49562.94,0.1378
D0000321,T0018623,2024-01-15,M0018,CP,US,16.8,NOT_AS_DESCRIBED,16.8,76,4,LOSS,15.17,High,8,74764.75,0.1323
D0000322,T0018663,2025-02-03,M0044,CNP,US,27.24,FRAUD,27.24,70,6,LOSS,15.27,Low,21,32250.26,0.237
D0000323,T0018741,2024-03-31,M0058,CNP,US,16.22,DUPLICATE,11.74,61,7,WIN,15.12,Low,10,23309.44,0.173
D0000324,T0018765,2024-08-04,M0225,CNP,US,14.02,NOT_AS_DESCRIBED,14.02,99,4,WIN,15.14,Low,43,72631.4,0.2017
D0000325,T0018781,2025-05-30,M0170,CNP,US,29.17,NO_AUTH,29.17,35,10,LOSS,15.29,Medium,2,22049.08,0.1157
D0000326,T0018792,2024-08-19,M0057,CNP,DE,59.85,NO_AUTH,20.04,56,8,LOSS,15.2,High,33,64214.82,0.0858
D0000327,T0018798,2024-07-06,M0053,CP,US,23.78,FRAUD,23.78,43,6,LOSS,15.24,High,22,46721.07,0.1541
D0000328,T0018869,2025-12-02,M0236,CNP,US,82.78,FRAUD,82.78,28,7,LOSS,15.83,High,43,23235.54,0.1104
D0000329,T0018933,2024-12-25,M0173,CNP,US,53.34,PROCESSING_ERROR,53.34,82,2,WIN,15.53,Medium,46,34502.38,0.2489
D0000330,T0018984,2024-04-11,M0033,CNP,BR,77.51,NOT_AS_DESCRIBED,77.51,58,5,LOSS,15.78,Medium,6,34636.46,0.0177
D0000331,T0019080,2024-05-01,M0217,CNP,CA,53.83,FRAUD,53.83,42,13,WIN,15.54,High,5,61459.55,0.238
D0000332,T0019089,2025-10-09,M0185,CNP,US,72.32,NOT_RECEIVED,72.32,68,7,LOSS,15.72,Low,30,22183.14,0.1226
D0000333,T0019091,2024-09-19,M0110,CNP,US,335.71,FRAUD,335.71,63,5,LOSS,18.36,High,42,37458.97,0.0602
D0000334,T0019158,2025-07-07,M0168,CP,US,94.9,CANCELLED,94.9,45,9,LOSS,15.95,High,10,35660.1,0.1742
D0000335,T0019208,2025-02-01,M0102,CNP,US,122.71,DUPLICATE,122.71,65,10,LOSS,16.23,Low,12,10100.88,0.0691
D0000336,T0019238,2024-04-02,M0056,CP,US,61.08,CANCELLED,61.08,52,4,LOSS,15.61,High,3,56321.5,0.1856
D0000337,T0019281,2024-08-01,M0217,CNP,US,30.25,FRAUD,30.25,59,6,LOSS,15.3,High,5,61459.55,0.238
D0000338,T0019307,2025-11-25,M0168,CNP,US,80.67,FRAUD,80.67,51,12,LOSS,15.81,High,10,35660.1,0.1742
D0000339,T0019350,2024-10-30,M0246,CNP,US,18.61,NO_AUTH,18.61,41,11,LOSS,15.19,Medium,5,40929.63,0.0315
D0000340,T0019443,2024-08-26,M0235,CNP,IN,24.1,NOT_AS_DESCRIBED,24.1,67,6,LOSS,15.24,Medium,30,21311.8,0.0484
D0000341,T0019462,2024-08-01,M0206,CNP,DE,26.88,PROCESSING_ERROR,26.88,61,2,LOSS,15.27,Medium,16,24641.65,0.1799
D0000342,T0019494,2024-10-31,M0020,CNP,US,209.9,PROCESSING_ERROR,209.9,71,8,WIN,17.1,Low,27,25693.0,0.1647
D0000343,T0019630,2024-02-29,M0121,CNP,US,25.95,FRAUD,23.24,50,8,LOSS,15.23,High,26,68052.17,0.1101
D0000344,T0019674,2024-09-22,M0125,CNP,US,13.83,DUPLICATE,13.83,82,5,WIN,15.14,Low,51,22046.64,0.0793
D0000345,T0019714,2024-09-15,M0017,CNP,US,26.33,NOT_AS_DESCRIBED,26.33,72,3,WIN,15.26,Low,31,8044.16,0.1073
D0000346,T0019781,2024-07-06,M0246,CNP,US,7.27,NOT_AS_DESCRIBED,7.27,67,8,LOSS,15.07,Medium,5,40929.63,0.0315
D0000347,T0019809,2024-11-11,M0108,CNP,CA,60.7,NOT_RECEIVED,60.7,85,10,WIN,15.61,High,40,56843.56,0.1963
D0000348,T0019962,2025-12-10,M0126,CNP,US,7.65,NOT_AS_DESCRIBED,7.65,80,5,LOSS,15.08,Medium,34,17523.26,0.106
D0000349,T0020017,2025-04-08,M0191,CNP,US,77.36,CANCELLED,77.36,71,5,WIN,15.77,Low,41,32883.72,0.1123
D0000350,T0020018,2025-10-11,M0193,CNP,UK,38.75,FRAUD,38.75,80,4,WIN,15.39,Medium,36,82395.85,0.0807
D0000351,T0020111,2025-06-18,M0180,CNP,US,46.27,NOT_RECEIVED,46.27,59,11,WIN,15.46,High,30,12236.82,0.0658
D0000352,T0020119,2024-05-03,M0018,CP,CA,83.93,NOT_AS_DESCRIBED,83.93,57,9,LOSS,15.84,High,8,74764.75,0.1323
D0000353,T0020125,2024-01-23,M0008,CNP,US,32.58,FRAUD,32.58,57,7,LOSS,15.33,Medium,42,30069.55,0.1107
D0000354,T0020148,2025-12-05,M0002,CNP,US,32.28,PROCESSING_ERROR,32.28,76,1,WIN,15.32,Low,46,41962.97,0.0275
D0000355,T0020194,2025-05-05,M0018,CP,US,75.74,FRAUD,38.57,41,11,LOSS,15.39,High,8,74764.75,0.1323
D0000356,T0020203,2025-06-16,M0246,CNP,BR,41.43,DUPLICATE,41.43,60,8,LOSS,15.41,Medium,5,40929.63,0.0315
D0000357,T0020207,2024-12-07,M0066,CNP,US,82.42,FRAUD,82.42,44,6,LOSS,15.82,High,20,48133.5,0.2473
D0000358,T0020226,2025-01-05,M0208,CP,US,113.23,FRAUD,113.23,68,8,LOSS,16.13,Medium,58,36374.94,0.1909
D0000359,T0020266,2025-04-02,M0147,CNP,US,185.2,NOT_AS_DESCRIBED,185.2,51,8,WIN,16.85,Low,3,30755.55,0.046
D0000360,T0020270,2024-05-08,M0009,CNP,AU,29.04,FRAUD,29.04,53,6,LOSS,15.29,Low,12,38524.56,0.109
D0000361,T0020275,2024-09-07,M0069,CNP,AU,149.62,CANCELLED,149.62,61,6,WIN,16.5,Medium,5,33391.45,0.03
D0000362,T0020289,2025-11-04,M0164,CNP,IN,38.22,NOT_AS_DESCRIBED,38.22,80,7,LOSS,15.38,Low,24,52404.16,0.1241
D0000363,T0020444,2025-03-08,M0232,CNP,US,9.07,NO_AUTH,9.07,80,2,LOSS,15.09,Medium,51,73255.92,0.0895
D0000364,T0020456,2025-12-15,M0018,CP,DE,171.77,NO_AUTH,171.77,44,10,LOSS,16.72,High,8,74764.75,0.1323
D0000365,T0020532,2024-05-19,M0150,CNP,IN,49.61,PROCESSING_ERROR,17.66,60,8,LOSS,15.18,Medium,4,11401.19,0.0788
D0000366,T0020581,2025-01-05,M0080,CNP,US,28.61,NOT_RECEIVED,28.61,78,10,LOSS,15.29,Low,40,21819.41,0.0719
D0000367,T0020612,2024-07-04,M0019,CP,DE,66.24,NO_AUTH,66.24,93,10,LOSS,15.66,Medium,50,20915.91,0.2029
D0000368,T0020623,2025-08-16,M0167,CP,MX,147.54,NOT_AS_DESCRIBED,147.54,37,4,LOSS,16.48,Low,19,26028.74,0.1349
D0000369,T0020644,2025-01-13,M0042,CNP,UK,47.69,NOT_AS_DESCRIBED,47.69,85,6,WIN,15.48,Medium,45,42247.09,0.119
D0000370,T0020675,2025-02-07,M0079,CNP,BR,11.13,NO_AUTH,11.13,66,9,WIN,15.11,Low,34,30637.48,0.0868
D0000371,T0020680,2025-08-21,M0108,CP,US,8.86,NOT_AS_DESCRIBED,8.86,53,9,LOSS,15.09,High,40,56843.56,0.1963
D0000372,T0020709,2025-02-17,M0208,CNP,AU,48.64,PROCESSING_ERROR,48.64,68,0,LOSS,15.49,Medium,58,36374.94,0.1909
D0000373,T0020718,2025-10-30,M0096,CNP,US,164.02,NOT_RECEIVED,164.02,47,10,LOSS,16.64,Low,18,43764.21,0.0739
D0000374,T0020757,2024-08-03,M0150,CNP,IN,74.14,FRAUD,74.14,48,4,LOSS,15.74,Medium,4,11401.19,0.0788
D0000375,T0020781,2025-02-27,M0132,CNP,US,12.21,NO_AUTH,12.21,69,7,WIN,15.12,Medium,33,22984.22,0.1604
D0000376,T0020821,2025-11-27,M0211,CNP,US,14.45,FRAUD,6.58,55,9,LOSS,15.07,Medium,16,25915.87,0.0854
D0000377,T0021140,2025-10-02,M0155,CNP,IN,10.83,DUPLICATE,10.83,32,6,LOSS,15.11,High,26,37395.92,0.0659
D0000378,T0021336,2025-03-05,M0053,CNP,CA,9.48,FRAUD,9.48,37,10,LOSS,15.09,High,22,46721.07,0.1541
D0000379,T0021364,2024-11-23,M0066,CP,BR,11.96,NO_AUTH,3.68,66,4,WIN,15.04,High,20,48133.5,0.2473
D0000380,T0021378,2024-04-23,M0218,CNP,US,41.73,NOT_RECEIVED,41.73,67,10,LOSS,15.42,Medium,6,23414.61,0.1394
D0000381,T0021464,2024-09-17,M0092,CNP,US,31.52,NOT_RECEIVED,31.52,84,3,LOSS,15.32,Low,48,70805.81,0.0219
